cnpj_cia;cd_cvm;denom_social;denom_comerc;dt_const;setor_ativ;sit_emissor;controle_acionario;logradouro;compl;bairro;mun;uf;cep;auditor;descricao;site;ticker
23.236.821/0001-27;25305;PATRIMAR ENGENHARIA S.A.;;1968-05-14;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rodovia Stael Mary Bicalho Motta Magalhaes;nº 521, sala 1.701;Bairro Belvedere;BELO HORIZONTE;MG;30320760.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Incorporação de empreendimentos imobiliários;ri.patrimar.com.br;
83.475.913/0001-91;13773;PBG S/A;PORTOBELLO S/A;1778-09-05;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;SC-401;4756;Saco Grande;FLORIANÓPOLIS;SC;88032005.0;KPMG AUDITORES INDEPENDENTES LTDA.;;http://ri.portobello.com.br;['PTBL3']
09.538.973/0001-53;21644;PDG COMPANHIA SECURITIZADORA;PDG COMPANHIA SECURITIZADORA;2008-03-10;Securitização de Recebíveis;FASE OPERACIONAL;PRIVADO;Avenida Doutor Cardoso de Melo, 1.855;6º andar;Vila Olimpia;SÃO PAULO;SP;4548005.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Securitização de recebíveis imobiliários.;www.pdg.com.br/ri;
02.950.811/0001-89;20478;PDG REALTY S.A. EMPREEND E PARTICIPACOES;PDG REALTY SA EMPREENDIMENTOS E PARTS;2003-01-01;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Av. Dr. Cardoso de Melo;1855, 6º andar;Vila Olímpia;SÃO PAULO;SP;4548005.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Construção e Incorporação;www.pdg.com.br/ri;['PDGR3']
18.328.118/0001-09;25089;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2013-06-19;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Rua Doutor Miguel Paulo Capalbo, 166;Anexos 192 e 214;Pari;SÃO PAULO;SP;3035040.0;KPMG AUDITORES INDEPENDENTES LTDA.;Importação, exportação e comércio (inclusive via internet e-commerce) de artigos para animais, plantas, flores, sementes hospital veterinário, consultório, clínica veterinária, banho/tosa e hotel.;http://www.petz.com.br;['PETZ3']
02.031.413/0001-69;27200;PETRO RIO JAGUAR PETRÓLEO S.A.;PETRO RIO JAGUAR PETRÓLEO S.A.;1997-10-09;Petróleo e Gás;FASE OPERACIONAL;PRIVADO;Praia de Botafogo, nº 370;3º, 11º, 12º e 13º;Botafogo;RIO DE JANEIRO;RJ;22250040.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem como objeto social a exploração e produção de petróleo, gás natural e outros hidrocarbonetos e atividades relacionadas.;https://ri.prio3.com.br/;
33.000.167/0001-01;9512;PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS;PETROBRAS;1953-10-03;Petróleo e Gás;FASE OPERACIONAL;ESTATAL HOLDING;Av. República do Chile, nº 65;24º andar;Centro;RIO DE JANEIRO;RJ;20031912.0;KPMG AUDITORES INDEPENDENTES LTDA.;Pesquisa, lavra, refinação, processamento, comércio e transporte de petróleo, de seus derivados, de gás natural e de outros hidrocarbonetos fluidos, além das atividades vinculadas à energia.;http://www.petrobras.com.br;['PETR3', 'PETR4']
07.275.159/0001-68;9520;PETROLEO LUB DO NORDESTE SA;PETROLUSA;1967-09-13;Petróleo e Gás;FASE OPERACIONAL;PRIVADO;RUA AMANCIO PHILOMENO, 199;;MUCURIPE;FORTALEZA;CE;60180320.0;P & L AUDITORES INDEPENDENTES S/S;FABRICAÇÃO DE IMPERMEABILIZANTES E SOLVENTES AFINS;www.petrolusa.com.br;
03.342.704/0001-30;25780;PETRORECÔNCAVO S.A.;PETRORECÔNCAVO S.A.;1999-07-21;Petróleo e Gás;FASE OPERACIONAL;PRIVADO;Estrada do Vinte Mil;Km 3,5;Estação de São Roque;MATA DE SÃO JOÃO;BA;48280000.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Exploração e produção de petróleo e gás natural;www.petroreconcavo.com.br/;['RECV3']
88.613.658/0001-10;9539;PETTENATI S.A. INDUSTRIA TEXTIL;PETTENATI;1964-06-11;Têxtil e Vestuário;FASE OPERACIONAL;PRIVADO;ROD RSC 453, S/N;KM 2,4;DISTRITO INDUSTRIAL;CAXIAS DO SUL;RS;95010550.0;KPMG AUDITORES INDEPENDENTES LTDA.;;www.pettenati.com.br;['PTNT3', 'PTNT4']
24.230.275/0001-80;25070;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;;2016-01-13;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rua Gerivatiba, nº 207, conjunto 172;;Butantã;SÃO PAULO;SP;5501900.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;(i) incorporação, construção e comercialização de empreendimentos imobiliários (ii) locação de imóveis próprios (iii) administração de carteira de recebíveis de financiamentos, empréstimos imobiliár;www.planoeplanori.com.br;['PLPL3']
51.928.174/0001-50;13471;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;1984-05-02;Máqs., Equip., Veíc. e Peças;FASE OPERACIONAL;PRIVADO;Rua Wilhelm Winter, 300;sala 1;Distrito Industrial;JUNDIAÍ;SP;13213000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Participação em outras empresas;https://plascar.com.br/;['B3']
59.789.545/0001-71;13447;POLPAR S.A.;POLPAR S.A.;1988-11-29;Sem Setor Principal;FASE OPERACIONAL;PRIVADO;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;SÃO PAULO;SP;1452919.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Participação em outras empresas;www.polpar.com.br;['PPAR3']
40.997.635/0001-20;26239;PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;2021-01-21;Securitização de Recebíveis;FASE PRÉ-OPERACIONAL;PRIVADO;Rua Tabapuã, 41;13º andar, sala F22;Itaim Bibi;SÃO PAULO;SP;4533010.0;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;Aquisição e securitização de créditos, dentre outras atividades.;https://grupotravessia.com/empresa/travessia-securitizadora-s-a/;
85.041.333/0001-11;15407;PORTO PONTA DO FELIX S/A;PORTO PONTA DO FELIX S;1996-05-23;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Engenheiro Luiz Augusto de Leão Fonseca;1520;Itapema de Baixo;ANTONINA;PR;83370000.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;Obras portuárias, marítimas e Fluviais50.30-1-01 - Navegação de apoio marítimo50.30-1-02 - Navegação de apoio portuário52.11-7-99 - Depósitos de mercadorias para terceiros, exceto armazéns gerais;http://www.tppf.com.br;
02.149.205/0001-69;16659;PORTO SEGURO SA;PORTO SEGURO SA;1997-09-22;Seguradoras e Corretoras;FASE OPERACIONAL;PRIVADO;Alameda Barão de Piracicaba, 740 - Torre B;11º andar;Campos Elíseos;SÃO PAULO;SP;1216012.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Gestão de Participações Societárias (holding);www.portoseguro.com.br;['PSSA3']
18.494.485/0001-82;23523;PORTO SUDESTE V.M. S.A.;PORTO SUDESTE V.M. S.A.;2013-07-16;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Felix Lopes Coelho, nº 222, lotes 5 ao 20, Q 0001;lote 5 (parte);Ilha da Madeira;ITAGUAÍ;RJ;23826580.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Investimentos no setor de transporte e logística;http://www.portosudeste.com;
04.912.242/0001-02;9717;PORTUENSE FERRAGENS S/A;PORTUENSE;1947-10-23;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;PADRE EUTÍQUIO, NÚMERO 1055;TRAVESSA;BATISTA CAMPOS;BELÉM;PA;66023710.0;AUDITAN - AUDITORIA INDEPENDENTE;;;
81.243.735/0001-48;20362;POSITIVO TECNOLOGIA S.A.;POSITIVO INFORMATICA SA;1972-01-01;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Rua João Bettega, 5200;Não aplicável;Cidade Industrial;CURITIBA;PR;81350000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Fabricação de hardware.;www.positivotecnologia.com.br/ri;['POSI3']
08.574.411/0001-00;24546;PRÁTICA PRODUTOS S.A.;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;2006-12-20;Máqs., Equip., Veíc. e Peças;FASE OPERACIONAL;PRIVADO;Rodovia BR 459 - km 101;s/nº;Loteamento Ipiranga;POUSO ALEGRE;MG;37556140.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;A Companhia tem por objeto social: (i) a fabricação de fornos e equipamentos voltados para os mercados de panificação e gastronômico e (ii) a participação societária em outras companhias.;https://www.praticabr.com/ri;['PTCA3']
18.593.815/0001-97;24236;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRINER SERVIÇOS INDUSTRIAIS S.A.;2013-07-12;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida das Américas, nº 3.434;Bl 06, 601 a 608;Barra da Tijuca;RIO DE JANEIRO;RJ;22640102.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;Prestação de serviços industriais, principalmente nos segmentos petroquímico, óleo e gás, siderurgia, papel e celulose e químico.;www.priner.com.br;['PRNR3']
10.629.105/0001-68;22187;PRIO S.A.;PETRO RIO S.A.;2008-10-13;Petróleo e Gás;FASE OPERACIONAL;PRIVADO HOLDING;Praia de Botafogo, 370;13º pavimento;Botafogo;RIO DE JANEIRO;RJ;22250040.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem por objeto a participação em outras sociedades como sócia, acionista ou quotista, no país ou no exterior, desde que visando à consecução de atividades relacionadas à energia.;www.prio3.com.br;['PRIO3']
02.291.077/0001-93;19232;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;PROMAN;1997-12-10;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Jardim Botânico, 647;sala 316;Jardim Botânico;RIO DE JANEIRO;RJ;22461000.0;MCS MARKUP AUDITORES INDEPENDENTES S/S;GERAÇÃO DE ENERGIA ELÉTRICA;www.promanmt.com.br;['PRMN3B']
45.453.214/0001-51;20346;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PROFARMA;1961-01-01;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO HOLDING;Avenida José Silva de Azevedo Neto;Bloco P, Sala 301;Barra da Tijuca;RIO DE JANEIRO;RJ;22775056.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Profarma atua na distribuição de produtos farmacêuticos, higiene pessoal e cosméticos, nos mais populosos estados brasileiros.;ri.profarma.com.br;['PFRM3']
02.382.073/0001-10;23469;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;PROLAGOS S.A;1998-02-02;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Rodovia Amaral Peixoto, s/n, km 107, qd 20, Lote 09;s/n;Balneário São Pedro;SÃO PEDRO DA ALDEIA;RJ;28948834.0;KPMG AUDITORES INDEPENDENTES LTDA.;Serviços públicos de saneamento básico, produção e fornecimento de água e tratamento de esgoto dos municípios de Armação dos Búzios, Cabo Frio, Iguaba Grande, São Pedro da Aldeia e Arraial do Cabo(RJ);https://ri.aegea.com.br/debentures-companhias-abertas/prolagos/;
02.992.449/0001-09;18333;PROMPT PARTICIPAÇÕES S.A.;PROMPT PARTICIPAÇÕES S/A;1998-11-20;Sem Setor Principal;FASE OPERACIONAL;PRIVADO HOLDING;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;RIO DE JANEIRO;RJ;20020010.0;BKR - LOPES, MACHADO AUDITORES;PARTICIPAÇÃO EM OUTRAS SOCIEDADES.;/www.promptparticipacoes.com.br/home/index.aspx;['PRPT3']
26.072.786/0001-46;26816;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES;2016-07-07;Comunicação e Informática;FASE PRÉ-OPERACIONAL;PRIVADO;Avenida das Américas, 500;bl. 19, sl. 301 part;Barra da Tijuca;RIO DE JANEIRO;RJ;22640904.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;;;
11.992.680/0001-93;22497;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2010-02-12;Seguradoras e Corretoras;FASE OPERACIONAL;PRIVADO;Avenida Paulista, 475;3º andar - parte;Bela Vista;SÃO PAULO;SP;1311000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Prestação de serviços e gestão de benefícios de assistência à saúde.;www.qualicorp.com.br;['QUAL3']
35.791.391/0001-94;23302;QUALITY SOFTWARE S.A.;QUALITY SOFWARE S.A.;1989-09-06;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Av. Oscar Niemeyer, 2000;4 andar;Centro;RIO DE JANEIRO;RJ;20220297.0;BKR - LOPES, MACHADO AUDITORES;Serviços nos Setores de informática, auditoria de sistemas softwares treinamentos,desenvolvimento de sistemas de suporte técnico hardware e software em geral design gráfico e editoração eletronica.;www.quality.com.br;['QUSW3']
61.585.865/0001-51;5258;RAIA DROGASIL S.A.;DROGASIL SA;1935-03-28;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Av. Corifeu de Azevedo Marques, 3.097;-;Butantã;SÃO PAULO;SP;5339900.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Comércio de produtos farmacêuticos, perfumaria e afins.;https://ri.rdsaude.com.br/;['RADL3']
08.070.508/0001-78;23230;RAÍZEN ENERGIA S.A.;;2000-11-16;Agricultura (Açúcar, Álcool e Cana);FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, nº 4.100;11º andar, parte V;Itaim Bibi;SÃO PAULO;SP;4538132.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Produção de etanol, açúcar e bionergia.;www.raizen.com.br;
33.453.598/0001-23;25917;RAÍZEN S.A.;RAÍZEN S.A.;1961-08-11;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Avenida Afonso Arinos de Melo Franco, 222.;Sala 321;Barra da Tijuca;RIO DE JANEIRO;RJ;22631455.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Distribuição e venda de etanol e de petróleo, combustíveis e outros hidrocarbonetos fluidos e seus subprodutos, bem como itens necessários para o desemprenho de tais atividades.;http://www.raizen.com.br/;['RAIZ4']
89.086.144/0001-16;14109;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;1992-09-16;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Av. Abramo Randon, 770;;Interlagos;CAXIAS DO SUL;RS;95055010.0;KPMG AUDITORES INDEPENDENTES LTDA.;Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos, peças;ri.randoncorp.com;['RAPT3', 'RAPT4']
10.452.416/0001-02;26964;REAG INVESTIMENTOS SA;REAG INVESTIMENTOS S. A.;2008-10-28;Sem Setor Principal;FASE OPERACIONAL;PRIVADO;AV BRIGADEIRO FARIA LIMA 2277;CJ 1701/1702;JARDIM PAULISTANO;SÃO PAULO;SP;1452000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Participação no capital social de outras sociedades, exceto holdings.;https://reag.com.br/;
91.333.666/0001-17;12572;RECRUSUL SA;RECRUSUL;1954-05-31;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Av. Luiz Pasteur, 1020;Não possui;Três Portos;SAPUCAIA DO SUL;RS;93212360.0;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.;www.recrusul.com.br;['RCSL3', 'RCSL4']
06.047.087/0001-39;24821;REDE D'OR SÃO LUIZ S.A.;REDE D'OR SÃO LUIZ S.A.;2011-10-31;Serviços Médicos;FASE OPERACIONAL;PRIVADO;Rua Francisco Marengo, nº 1.312;;Tatuapé;SÃO PAULO;SP;3313000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;;www.rededorsaoluiz.com.br;['RDOR3']
61.584.140/0001-49;3190;REDE ENERGIA PARTICIPAÇÕES S.A.;REDE ENERGIA PARTICIPAÇÕES S.A.;1929-01-02;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Praça Rui Barbosa;nº 80;Centro;CATAGUASES;MG;36770901.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Participação em outras empresas (A Rede Energia Participações é uma holding);https://ri.energisa.com.br/;['REDE3']
40.180.943/0001-68;27308;REFINARIA DE MANAUS S.A.;REFINARIA DE MANAUS S.A.;2020-12-22;Petróleo e Gás;FASE OPERACIONAL;PRIVADO;Rua Rio Quixito, nº 1;;Vila Buriti;MANAUS;AM;69072070.0;KPMG AUDITORES INDEPENDENTES LTDA.;Refino, processamento, comercialização, distribuição, importação, exportação, transporte e armazenamento de petróleo e seus derivados, biocombustíveis e outras utilidades.;https://ri.ream.com.br/;
33.412.081/0001-96;9989;REFINARIA PET MANGUINHOS SA;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A;1946-02-01;Petróleo e Gás;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO;Avenida Brasil, 3.141;;Benfica;RIO DE JANEIRO;RJ;20930041.0;INFORCONT AUDITORES INDEPENDENTES;Fabricação de produtos de refino de petróleo.;www.refit.com.br e www.refit.com.br/ri/;['RPMG3']
08.534.605/0001-74;21636;RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL;RENOVA ENERGIA S/A;2006-12-06;Energia Elétrica;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO;Avenida das Nações Unidas, nº 10.989;conjunto 82;Vila Olimpia;SÃO PAULO;SP;4578000.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Geração de energia por meio de fontes renováveis.;ri.renovaenergia.com.br;['RNEW3', 'RNEW4', 'RNEW11']
02.016.440/0001-62;16527;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.;1997-07-28;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Avenida São Borja, nº 2.801;;Bairro Fazenda;SÃO LEOPOLDO;RS;93032525.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Distribuição de Energia Elétrica;www.rge-rs.com.br;
38.199.406/0001-18;25720;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;2020-08-05;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Avenida Presidente Juscelino Kubitschek, nº 1.600;14º andar,cj.142;Vila Nova Conceição;SÃO PAULO;SP;4543000.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;www.gruporioalto.com.br/;
40.480.481/0001-02;27006;RIO ALTO STL HOLDING I S.A.;RIO ALTO STL HOLDING I S.A.;2021-01-18;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Fazenda Rancho do Tapuio, s/n.º;;Zona Rural;SANTA LUZIA;PB;58600000.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Participação em outras sociedades, no Brasil ou o exterior, com atividade econômica de Holding de instituições não-financeiras e consultoria e desenvolvimento em projetos de geração de energia solar.;https://ri.gruporioalto.com.br/stl-holdings/;
23.096.269/0001-19;25623;RIO PARANA ENERGIA S.A.;RIO PARANA ENERGIA S.A.;2015-06-26;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Funchal, nº 418;4º andar - ETowers;Vila Olímpia;SÃO PAULO;SP;4551060.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Geração, distribuição, transmissão e a comercialização de energia elétrica.;https://ri.ctgbr.com.br/;
02.998.301/0001-81;18368;RIO PARANAPANEMA ENERGIA SA;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA;1999-02-04;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Funchal, 418;2º andar;Vila Olimpia;SÃO PAULO;SP;4551060.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Geração e Comercialização de energia elétrica;https://ri.ctgbr.com.br/;['GEPA3', 'GEPA4']
42.292.007/0001-74;27146;RIO+ SANEAMENTO BL 3 S.A.;;2021-06-11;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Rua Victor Civita, n° 66;bl. 1, sl. 201 e 202;Jacarepaguá;RIO DE JANEIRO;RJ;22775044.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Exploração de serviços públicos de fornecimento de água e esgotamento sanitário, atuando como instituição integrante do sistema de saneamento do Bloco III do Rio de Janeiro.;https://www.riomaissaneamento.com.br/;
67.010.660/0001-24;20451;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;RODOBENS NEGOCIOS IMOBILIARIOS SA;1949-01-01;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida Francisco das Chagas de Oliveira;2500;Higienópolis;SÃO JOSÉ DO RIO PRETO;SP;15085485.0;KPMG AUDITORES INDEPENDENTES LTDA.;(i) a compra e venda de imóveis (ii) o desmembramento ou loteamento de terrenos (iii) a incorporação imobiliária ou construção de imóveis destinados à venda (iv) a prestação de serviços a terceiros;http://rni.com.br/;['RDNI3']
59.981.829/0001-65;25801;RODOBENS S.A.;RODOBENS S.A.;1979-11-19;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Murchid Homsi, nº 1.404;Bloco A, 3º andar;Vila Diniz;SÃO JOSÉ DO RIO PRETO;SP;15013000.0;KPMG AUDITORES INDEPENDENTES LTDA.;(i) a participação no capital social de outras sociedades (ii) a alocação e a gestão de recursos próprios e (iii) a consultoria estratégica e de gestão de negócios.;http://ri.rodobens.com.br;['RBNS']
03.025.305/0001-46;23167;RODOVIAS DAS COLINAS S.A.;;1999-03-02;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia Marechal Rondon, km 112, Marginal Oeste, sem número;;Jardim Oliveira;SÃO PAULO;SP;13312000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Exploração do Sistema Rodoviário relativo ao Lote 13: Malha Rodoviária Estadual de Ligação entre Rio Claro, Piracicaba, Tietê, Jundiaí e Itu, Campinas.;https://viaappia.com.br/viacolinas/;
41.508.382/0001-46;26352;RODOVIAS DO BRASIL HOLDING S.A.;RODOVIAS DO BRASIL HOLDING S.A.;2021-02-26;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Afrânio de Melo Franco nº 290;sala 401-A;LEBLON;RIO DE JANEIRO;RJ;22430060.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;A participação em outras sociedades, empresárias ou não empresárias, como acionista, sócia ou quotista, no Brasil ou no exterior.;www.rdbholding.com.br;
56.720.428/0001-63;7510;ROMI S.A.;ROMI S.A.;1938-04-19;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Rodovia Luís de Queiroz (SP 304), s/n;KM 141,5;Dist. Industrial Sul;SANTA BÁRBARA D'OESTE;SP;13459057.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Indústria e Comércio de Máquinas-Ferramenta;www.romi.com;['ROMI3']
61.065.751/0001-80;16306;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;1980-01-01;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rua Henri Dunant, 873 - Conj. 601 a 605;6° andar;Santo Amaro;SÃO PAULO;SP;4709111.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;Compra e venda de imóveis, desmembramento e loteamento de terrenos, incorporação imobiliária, construção de imóveis destinados à venda, e a participação em outras sociedades.;www.rossiresidencial.com.br;['RSID3']
33.572.408/0001-97;26484;RUMO MALHA CENTRAL S.A.;RUMO MALHA CENTRAL S.A.;2019-05-09;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, nº 4100;Conj. 32, Sala 06;Itaim Bibi;SÃO PAULO;SP;4538132.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestação do serviço público de transporte ferroviário de cargas associado à exploração da infraestrutura da malha ferroviária situada entre Porto Nacional/TO e Estrela d´Oeste/SP.;http://ri.rumolog.com/;
24.962.466/0001-36;15300;RUMO MALHA NORTE S.A.;ALL - AMÉRICA LATINA LOGÍSTICA MALHA NORTE S.A.;1988-09-22;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Área Rural Rua B, nº 1008;Parque Industrial;Área Rural de Rondo;RONDONÓPOLIS;MT;78750899.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;(i) construção e exploração de sistemas de transporte ferroviário de carga, rodovias e hidrovias (ii) prestação de serviços de transporte de carga em ferrovias, rodovias e hidrovias etc.;ri.rumolog.com;['FRRN3B', 'FRRN5B']
39.115.514/0001-28;17850;RUMO MALHA OESTE S.A.;ALL - AMÉRICA LATINA LOGÍSTICA MALHA OESTE S.A.;1990-08-28;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Brigadeiro Faria Lima, 4.100,;3º Andar, Sala 02;Itaim Bibi;SÃO PAULO;SP;4538132.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestar serviço de transporte ferroviário de cargas e armazenagens de cargas.;ri.rumolog.com;
02.502.844/0001-66;17930;RUMO MALHA PAULISTA S.A.;ALL - AMÉRICA LATINA LOGÍSTICA MALHA PAULISTA S.A.;1998-04-01;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Brigadeiro Faria Lima, 4.100,;3º Andar, sala 03;Itaim Bibi;SÃO PAULO;SP;4538132.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestação de Seviços de transporte ferroviário de cargas e armazenagem.;ri.rumolog.com;
